KEGG_ID,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,pathway_7,pathway_8,pathway_9,pathway_10
C19526,,,,,,,,,,
C19527,,,,,,,,,,
C19528,,,,,,,,,,
C19529,,,,,,,,,,
C19530,,,,,,,,,,
C19531,,,,,,,,,,
C19532,,,,,,,,,,
C19533,,,,,,,,,,
C19534,,,,,,,,,,
C19535,,,,,,,,,,
C19536,,,,,,,,,,
C19537,,,,,,,,,,
C19538,,,,,,,,,,
C19539,,,,,,,,,,
C19540,,,,,,,,,,
C19541,,,,,,,,,,
C19542,,,,,,,,,,
C19543,,,,,,,,,,
C19544,,,,,,,,,,
C19545,,,,,,,,,,
C19546,,,,,,,,,,
C19547,,,,,,,,,,
C19548,,,,,,,,,,
C19549,,,,,,,,,,
C19550,,,,,,,,,,
C19551,,,,,,,,,,
C19552,,,,,,,,,,
C19553,,,,,,,,,,
C19554,,,,,,,,,,
C19555,,,,,,,,,,
C19556,,,,,,,,,,
C19557,,,,,,,,,,
C19558,,,,,,,,,,
C19559,map00980,map05204,,,,,,,,
C19560,,,,,,,,,,
C19561,map00980,map05204,,,,,,,,
C19562,map00980,map05204,,,,,,,,
C19563,map00980,map05204,,,,,,,,
C19564,map00980,map05204,,,,,,,,
C19565,map00980,map05204,,,,,,,,
C19566,map00980,map05204,,,,,,,,
C19567,,,,,,,,,,
C19568,map00980,map05204,,,,,,,,
C19569,,,,,,,,,,
C19570,,,,,,,,,,
C19571,,,,,,,,,,
C19572,,,,,,,,,,
C19573,,,,,,,,,,
C19574,map00980,map05204,,,,,,,,
C19575,,,,,,,,,,
C19576,,,,,,,,,,
C19577,map00980,map05204,,,,,,,,
C19578,map00980,map05204,,,,,,,,
C19579,map00980,map05204,,,,,,,,
C19580,map00980,map05204,,,,,,,,
C19581,map00980,map05204,,,,,,,,
C19582,map00980,map05204,,,,,,,,
C19583,,,,,,,,,,
C19584,,,,,,,,,,
C19585,map00980,,,,,,,,,
C19586,map00980,map05204,,,,,,,,
C19587,,,,,,,,,,
C19588,map00980,,,,,,,,,
C19589,map00980,,,,,,,,,
C19590,map00980,,,,,,,,,
C19591,map00980,,,,,,,,,
C19592,map00980,,,,,,,,,
C19594,map00980,,,,,,,,,
C19595,map00980,,,,,,,,,
C19596,map01503,map05133,,,,,,,,
C19597,,,,,,,,,,
C19598,,,,,,,,,,
C19599,,,,,,,,,,
C19600,,,,,,,,,,
C19601,,,,,,,,,,
C19602,map00980,map05204,,,,,,,,
C19603,map00980,map05204,,,,,,,,
C19604,map00980,,,,,,,,,
C19605,map00980,map05204,,,,,,,,
C19606,map00980,map05204,,,,,,,,
C19607,map00980,,,,,,,,,
C19608,,,,,,,,,,
C19609,map02010,,,,,,,,,
C19610,,,,,,,,,,
C19611,,,,,,,,,,
C19612,,,,,,,,,,
C19613,,,,,,,,,,
C19614,map00073,map01100,,,,,,,,
C19615,map00073,map01100,,,,,,,,
C19616,map00073,,,,,,,,,
C19617,map00073,,,,,,,,,
C19618,map00073,,,,,,,,,
C19619,,,,,,,,,,
C19620,map00073,,,,,,,,,
C19621,map00073,,,,,,,,,
C19622,map00073,,,,,,,,,
C19623,map00073,,,,,,,,,
C19624,map00073,,,,,,,,,
C19625,map00073,,,,,,,,,
C19630,map00073,map01110,,,,,,,,
C19631,,,,,,,,,,
C19632,,,,,,,,,,
C19633,,,,,,,,,,
C19634,,,,,,,,,,
C19635,,,,,,,,,,
C19636,,,,,,,,,,
C19637,,,,,,,,,,
C19638,,,,,,,,,,
C19639,,,,,,,,,,
C19640,,,,,,,,,,
C19641,,,,,,,,,,
C19642,,,,,,,,,,
C19643,,,,,,,,,,
C19644,,,,,,,,,,
C19645,,,,,,,,,,
C19646,,,,,,,,,,
C19648,,,,,,,,,,
C19649,,,,,,,,,,
C19650,,,,,,,,,,
C19651,,,,,,,,,,
C19652,,,,,,,,,,
C19653,,,,,,,,,,
C19654,,,,,,,,,,
C19655,,,,,,,,,,
C19656,,,,,,,,,,
C19657,,,,,,,,,,
C19658,,,,,,,,,,
C19659,,,,,,,,,,
C19660,,,,,,,,,,
C19661,,,,,,,,,,
C19662,,,,,,,,,,
C19663,,,,,,,,,,
C19664,,,,,,,,,,
C19665,,,,,,,,,,
C19666,,,,,,,,,,
C19667,,,,,,,,,,
C19668,,,,,,,,,,
C19669,,,,,,,,,,
C19670,,,,,,,,,,
C19671,,,,,,,,,,
C19672,,,,,,,,,,
C19673,,,,,,,,,,
C19674,,,,,,,,,,
C19675,,,,,,,,,,
C19676,map00909,map01110,,,,,,,,
C19677,,,,,,,,,,
C19678,map00909,map01110,,,,,,,,
C19679,,,,,,,,,,
C19680,,,,,,,,,,
C19681,,,,,,,,,,
C19682,map00362,,,,,,,,,
C19683,map00362,,,,,,,,,
C19684,map00362,,,,,,,,,
C19685,,,,,,,,,,
C19686,map01059,map01130,,,,,,,,
C19687,map00404,map01130,,,,,,,,
C19688,map00404,map01130,,,,,,,,
C19689,,,,,,,,,,
C19690,,,,,,,,,,
C19691,map00900,map01130,,,,,,,,
C19692,map00920,,,,,,,,,
C19693,,,,,,,,,,
C19694,map01502,,,,,,,,,
C19695,,,,,,,,,,
C19696,,,,,,,,,,
C19697,,,,,,,,,,
C19698,map00404,map01130,,,,,,,,
C19699,map00404,map01130,,,,,,,,
C19700,map00404,map01130,,,,,,,,
C19701,map00404,map01130,,,,,,,,
C19702,,,,,,,,,,
C19703,,,,,,,,,,
C19704,,,,,,,,,,
C19705,,,,,,,,,,
C19706,map00330,,,,,,,,,
C19707,map01061,,,,,,,,,
C19708,map00909,,,,,,,,,
C19709,,,,,,,,,,
C19710,,,,,,,,,,
C19711,map00909,map01110,,,,,,,,
C19712,map00460,map01110,,,,,,,,
C19713,,,,,,,,,,
C19714,map00460,map00966,map01110,map01210,,,,,,
C19715,map00460,map01110,,,,,,,,
C19716,,,,,,,,,,
C19717,,,,,,,,,,
C19719,map01502,,,,,,,,,
C19720,,,,,,,,,,
C19721,,,,,,,,,,
C19722,,,,,,,,,,
C19723,,,,,,,,,,
C19724,,,,,,,,,,
C19725,map00520,,,,,,,,,
C19726,,,,,,,,,,
C19727,map00943,,,,,,,,,
C19728,,,,,,,,,,
C19729,,,,,,,,,,
C19730,map00999,map01110,,,,,,,,
C19731,map00999,,,,,,,,,
C19732,map00909,map01110,,,,,,,,
C19733,,,,,,,,,,
C19734,,,,,,,,,,
C19735,,,,,,,,,,
C19736,map00909,,,,,,,,,
C19737,,,,,,,,,,
C19738,,,,,,,,,,
C19739,,,,,,,,,,
C19740,map00909,,,,,,,,,
C19741,,,,,,,,,,
C19742,map00909,,,,,,,,,
C19743,,,,,,,,,,
C19744,,,,,,,,,,
C19745,map00520,,,,,,,,,
C19746,map00909,,,,,,,,,
C19747,map00909,,,,,,,,,
C19748,map00909,,,,,,,,,
C19749,map00909,map01110,,,,,,,,
C19750,,,,,,,,,,
C19751,map00909,,,,,,,,,
C19752,map00909,,,,,,,,,
C19753,map00909,,,,,,,,,
C19754,,,,,,,,,,
C19755,map00909,,,,,,,,,
C19756,,,,,,,,,,
C19757,map00592,map01110,,,,,,,,
C19758,,,,,,,,,,
C19759,map00906,map01100,map01110,,,,,,,
C19760,map00900,map01110,,,,,,,,
C19761,,,,,,,,,,
C19762,map00942,,,,,,,,,
C19763,,,,,,,,,,
C19764,map00906,map01100,map01110,,,,,,,
C19765,map00906,map01100,map01110,,,,,,,
C19766,,,,,,,,,,
C19767,,,,,,,,,,
C19768,,,,,,,,,,
C19769,,,,,,,,,,
C19770,,,,,,,,,,
C19771,,,,,,,,,,
C19772,,,,,,,,,,
C19773,,,,,,,,,,
C19774,,,,,,,,,,
C19775,,,,,,,,,,
C19776,,,,,,,,,,
C19777,,,,,,,,,,
C19778,,,,,,,,,,
C19779,,,,,,,,,,
C19780,,,,,,,,,,
C19781,,,,,,,,,,
C19782,,,,,,,,,,
C19783,,,,,,,,,,
C19784,,,,,,,,,,
C19785,,,,,,,,,,
C19786,,,,,,,,,,
C19787,map00270,map01100,,,,,,,,
C19788,,,,,,,,,,
C19789,,,,,,,,,,
C19790,,,,,,,,,,
C19791,,,,,,,,,,
C19792,,,,,,,,,,
C19793,,,,,,,,,,
C19794,map00562,,,,,,,,,
C19795,map00906,map01100,,,,,,,,
C19796,map00944,,,,,,,,,
C19797,map00906,,,,,,,,,
C19798,map00906,,,,,,,,,
C19799,map00562,,,,,,,,,
C19800,,,,,,,,,,
C19801,map00909,,,,,,,,,
C19802,,,,,,,,,,
C19803,,,,,,,,,,
C19804,,,,,,,,,,
C19805,,,,,,,,,,
C19806,,,,,,,,,,
C19807,,,,,,,,,,
C19808,,,,,,,,,,
C19809,,,,,,,,,,
C19810,,,,,,,,,,
C19811,,,,,,,,,,
C19812,,,,,,,,,,
C19813,,,,,,,,,,
C19814,map00999,map01130,,,,,,,,
C19815,map00999,map01130,,,,,,,,
C19816,,,,,,,,,,
C19817,map00904,map01110,,,,,,,,
C19818,,,,,,,,,,
C19819,map00909,map01110,,,,,,,,
C19820,map00909,,,,,,,,,
C19821,,,,,,,,,,
C19822,,,,,,,,,,
C19823,map00520,,,,,,,,,
C19824,,,,,,,,,,
C19825,,,,,,,,,,
C19826,,,,,,,,,,
C19827,,,,,,,,,,
C19828,map00909,map01110,,,,,,,,
C19829,map00909,map01110,,,,,,,,
C19830,map00405,map01130,,,,,,,,
C19831,map00405,map01130,,,,,,,,
C19832,map00909,map01110,,,,,,,,
C19833,map00909,,,,,,,,,
C19834,map00909,,,,,,,,,
C19835,map00909,,,,,,,,,
C19836,,,,,,,,,,
C19837,,,,,,,,,,
C19838,,,,,,,,,,
C19839,,,,,,,,,,
C19840,,,,,,,,,,
C19841,,,,,,,,,,
C19842,,,,,,,,,,
C19843,,,,,,,,,,
C19844,,,,,,,,,,
C19845,,,,,,,,,,
C19846,,,,,,,,,,
C19847,,,,,,,,,,
C19848,map00790,map01100,,,,,,,,
C19849,,,,,,,,,,
C19850,,,,,,,,,,
C19851,,,,,,,,,,
C19852,map00900,,,,,,,,,
C19853,map00900,map01110,,,,,,,,
C19854,,,,,,,,,,
C19855,,,,,,,,,,
C19856,,,,,,,,,,
C19857,,,,,,,,,,
C19858,,,,,,,,,,
C19859,,,,,,,,,,
C19861,,,,,,,,,,
C19862,,,,,,,,,,
C19863,map00909,,,,,,,,,
C19864,,,,,,,,,,
C19865,,,,,,,,,,
C19866,,,,,,,,,,
C19867,map00999,map01110,,,,,,,,
C19868,map00999,map01110,,,,,,,,
C19869,map00999,map01110,,,,,,,,
C19870,,,,,,,,,,
C19871,map00790,map01100,,,,,,,,
C19872,map00730,map01100,map02010,,,,,,,
C19873,map00905,,,,,,,,,
C19874,map00905,,,,,,,,,
C19875,,,,,,,,,,
C19876,,,,,,,,,,
C19877,map00540,,,,,,,,,
C19878,map00540,,,,,,,,,
C19879,map00540,,,,,,,,,
C19880,map00540,,,,,,,,,
C19881,map00540,,,,,,,,,
C19882,,,,,,,,,,
C19883,,,,,,,,,,
C19884,,,,,,,,,,
C19885,,,,,,,,,,
C19886,map00300,map01100,map01210,map01230,,,,,,
C19887,map00300,map01100,map01210,map01230,,,,,,
C19888,map00300,map01100,map01210,map01230,,,,,,
C19889,map00300,map01100,map01210,map01230,,,,,,
C19890,,,,,,,,,,
C19891,map00562,map01120,,,,,,,,
C19892,map00906,map01100,,,,,,,,
C19893,,,,,,,,,,
C19894,,,,,,,,,,
C19895,,,,,,,,,,
C19896,,,,,,,,,,
C19897,,,,,,,,,,
C19898,,,,,,,,,,
C19899,,,,,,,,,,
C19900,,,,,,,,,,
C19901,,,,,,,,,,
C19902,,,,,,,,,,
C19903,,,,,,,,,,
C19904,,,,,,,,,,
C19905,,,,,,,,,,
C19906,,,,,,,,,,
C19907,,,,,,,,,,
C19908,map00909,,,,,,,,,
C19909,,,,,,,,,,
C19910,,,,,,,,,,
C19911,,,,,,,,,,
C19912,map04723,,,,,,,,,
C19913,map04723,,,,,,,,,
C19914,,,,,,,,,,
C19915,,,,,,,,,,
C19916,,,,,,,,,,
C19917,,,,,,,,,,
C19918,map00909,,,,,,,,,
C19919,,,,,,,,,,
C19920,,,,,,,,,,
C19921,,,,,,,,,,
C19922,,,,,,,,,,
C19923,,,,,,,,,,
C19924,,,,,,,,,,
C19925,,,,,,,,,,
C19926,,,,,,,,,,
C19927,,,,,,,,,,
C19928,,,,,,,,,,
C19929,map00260,map01100,,,,,,,,
C19930,,,,,,,,,,
C19931,,,,,,,,,,
C19932,,,,,,,,,,
C19933,,,,,,,,,,
C19934,,,,,,,,,,
C19935,,,,,,,,,,
C19936,,,,,,,,,,
C19937,map00591,,,,,,,,,
C19938,,,,,,,,,,
C19939,map00909,map00999,map01130,,,,,,,
C19940,,,,,,,,,,
C19941,,,,,,,,,,
C19942,,,,,,,,,,
C19943,,,,,,,,,,
C19944,map00984,map01100,map01120,,,,,,,
C19945,map00360,map01120,,,,,,,,
C19946,map00360,map01120,,,,,,,,
C19947,map00523,map01130,,,,,,,,
C19948,map00523,map01130,,,,,,,,
C19949,,,,,,,,,,
C19950,,,,,,,,,,
C19951,,,,,,,,,,
C19952,,,,,,,,,,
C19953,,,,,,,,,,
C19954,,,,,,,,,,
C19955,,,,,,,,,,
C19956,,,,,,,,,,
C19957,,,,,,,,,,
C19958,,,,,,,,,,
C19959,,,,,,,,,,
C19960,map00523,map01130,,,,,,,,
C19961,map00520,,,,,,,,,
C19962,,,,,,,,,,
C19963,,,,,,,,,,
C19964,,,,,,,,,,
C19965,,,,,,,,,,
C19966,,,,,,,,,,
C19967,,,,,,,,,,
C19968,,,,,,,,,,
C19969,,,,,,,,,,
C19970,,,,,,,,,,
C19971,map00520,,,,,,,,,
C19972,map00520,,,,,,,,,
C19973,map00909,,,,,,,,,
C19974,map00909,,,,,,,,,
C19975,map00360,map01120,,,,,,,,
C19976,,,,,,,,,,
C19977,,,,,,,,,,
C19978,,,,,,,,,,
C19979,,,,,,,,,,
C19980,,,,,,,,,,
C19981,,,,,,,,,,
C19982,,,,,,,,,,
C19983,,,,,,,,,,
C19984,,,,,,,,,,
C19985,,,,,,,,,,
C19986,,,,,,,,,,
C19987,,,,,,,,,,
C19988,,,,,,,,,,
C19989,,,,,,,,,,
C19990,,,,,,,,,,
C19991,,,,,,,,,,
C19992,,,,,,,,,,
C19993,,,,,,,,,,
C19994,,,,,,,,,,
C19995,,,,,,,,,,
C19996,,,,,,,,,,
C19997,,,,,,,,,,
C19998,,,,,,,,,,
C19999,,,,,,,,,,
C20000,,,,,,,,,,
C20001,,,,,,,,,,
C20002,,,,,,,,,,
C20003,,,,,,,,,,
C20004,,,,,,,,,,
C20005,,,,,,,,,,
C20006,,,,,,,,,,
C20007,,,,,,,,,,
C20008,,,,,,,,,,
C20009,,,,,,,,,,
C20010,,,,,,,,,,
C20011,,,,,,,,,,
C20012,,,,,,,,,,
C20013,,,,,,,,,,
C20014,,,,,,,,,,
C20015,,,,,,,,,,
C20016,,,,,,,,,,
C20017,,,,,,,,,,
C20018,,,,,,,,,,
C20019,,,,,,,,,,
C20020,,,,,,,,,,
C20021,,,,,,,,,,
C20022,,,,,,,,,,
C20023,,,,,,,,,,
C20024,,,,,,,,,,
C20025,,,,,,,,,,
C20026,,,,,,,,,,
C20027,,,,,,,,,,
C20028,,,,,,,,,,
C20029,,,,,,,,,,
C20030,,,,,,,,,,
C20031,,,,,,,,,,
C20032,,,,,,,,,,
C20033,,,,,,,,,,
C20034,,,,,,,,,,
C20035,,,,,,,,,,
C20036,,,,,,,,,,
C20037,,,,,,,,,,
C20038,,,,,,,,,,
C20039,,,,,,,,,,
C20040,,,,,,,,,,
C20041,,,,,,,,,,
C20042,,,,,,,,,,
C20043,,,,,,,,,,
C20044,,,,,,,,,,
C20045,map00404,map01130,,,,,,,,
C20046,,,,,,,,,,
C20047,,,,,,,,,,
C20048,,,,,,,,,,
C20049,,,,,,,,,,
C20050,,,,,,,,,,
C20051,,,,,,,,,,
C20052,,,,,,,,,,
C20053,,,,,,,,,,
C20054,,,,,,,,,,
C20055,,,,,,,,,,
C20056,,,,,,,,,,
C20057,,,,,,,,,,
C20058,,,,,,,,,,
C20059,,,,,,,,,,
C20060,,,,,,,,,,
C20061,,,,,,,,,,
C20062,map00360,map01120,,,,,,,,
C20063,,,,,,,,,,
C20064,,,,,,,,,,
C20065,,,,,,,,,,
C20066,,,,,,,,,,
C20067,,,,,,,,,,
C20068,,,,,,,,,,
C20069,,,,,,,,,,
C20070,,,,,,,,,,
C20073,,,,,,,,,,
C20077,,,,,,,,,,
C20078,,,,,,,,,,
C20079,,,,,,,,,,
C20080,,,,,,,,,,
C20081,,,,,,,,,,
C20082,map00520,,,,,,,,,
C20083,map00520,,,,,,,,,
C20084,,,,,,,,,,
C20085,,,,,,,,,,
C20086,,,,,,,,,,
C20087,,,,,,,,,,
C20088,,,,,,,,,,
C20089,,,,,,,,,,
C20090,,,,,,,,,,
C20091,,,,,,,,,,
C20092,,,,,,,,,,
C20093,,,,,,,,,,
C20094,,,,,,,,,,
C20095,,,,,,,,,,
C20096,,,,,,,,,,
C20097,,,,,,,,,,
C20098,,,,,,,,,,
C20099,,,,,,,,,,
C20100,,,,,,,,,,
C20101,,,,,,,,,,
C20102,,,,,,,,,,
C20103,,,,,,,,,,
C20104,,,,,,,,,,
C20105,,,,,,,,,,
C20106,,,,,,,,,,
C20107,,,,,,,,,,
C20108,,,,,,,,,,
C20109,,,,,,,,,,
C20110,,,,,,,,,,
C20111,,,,,,,,,,
C20112,,,,,,,,,,
C20113,,,,,,,,,,
C20114,,,,,,,,,,
C20115,,,,,,,,,,
C20116,,,,,,,,,,
C20117,,,,,,,,,,
C20118,,,,,,,,,,
C20119,,,,,,,,,,
C20120,map00900,map01130,,,,,,,,
C20121,map00900,map01130,,,,,,,,
C20122,,,,,,,,,,
C20123,,,,,,,,,,
C20124,,,,,,,,,,
C20125,,,,,,,,,,
C20126,,,,,,,,,,
C20127,,,,,,,,,,
C20128,,,,,,,,,,
C20129,,,,,,,,,,
C20130,,,,,,,,,,
C20131,,,,,,,,,,
C20132,,,,,,,,,,
C20133,,,,,,,,,,
C20134,map01051,map01130,,,,,,,,
C20135,map01051,map01130,,,,,,,,
C20136,map01051,map01130,,,,,,,,
C20137,map01051,map01130,,,,,,,,
C20138,map01051,map01130,,,,,,,,
C20139,map01051,map01130,,,,,,,,
C20140,map01051,map01130,,,,,,,,
C20141,,,,,,,,,,
C20142,,,,,,,,,,
C20143,,,,,,,,,,
C20144,map00984,map01100,map01120,,,,,,,
C20145,map00904,map01110,,,,,,,,
C20146,map00904,map01110,,,,,,,,
C20147,,,,,,,,,,
C20148,,,,,,,,,,
C20149,map00904,map01110,,,,,,,,
C20150,map00904,map01110,,,,,,,,
C20151,map00904,map01110,,,,,,,,
C20152,,,,,,,,,,
C20153,,,,,,,,,,
C20154,,,,,,,,,,
C20155,,,,,,,,,,
C20156,map00523,map01130,,,,,,,,
C20157,,,,,,,,,,
C20158,map00904,map01110,,,,,,,,
C20159,map00909,,,,,,,,,
C20160,,,,,,,,,,
C20161,,,,,,,,,,
C20162,,,,,,,,,,
C20163,map00909,,,,,,,,,
C20164,,,,,,,,,,
C20165,,,,,,,,,,
C20166,,,,,,,,,,
C20167,,,,,,,,,,
C20168,,,,,,,,,,
C20169,,,,,,,,,,
C20170,,,,,,,,,,
C20171,map04750,,,,,,,,,
C20172,,,,,,,,,,
C20173,,,,,,,,,,
C20174,,,,,,,,,,
C20175,,,,,,,,,,
C20176,,,,,,,,,,
C20177,,,,,,,,,,
C20178,,,,,,,,,,
C20179,,,,,,,,,,
C20180,,,,,,,,,,
C20181,map00909,,,,,,,,,
C20182,,,,,,,,,,
C20183,,,,,,,,,,
C20184,,,,,,,,,,
C20185,map00904,map01110,,,,,,,,
C20186,map00591,,,,,,,,,
C20187,map00909,,,,,,,,,
C20188,,,,,,,,,,
C20189,,,,,,,,,,
C20190,,,,,,,,,,
C20191,map00909,,,,,,,,,
C20192,map00909,map01110,,,,,,,,
C20193,map00909,,,,,,,,,
C20194,,,,,,,,,,
C20195,map00909,,,,,,,,,
C20196,,,,,,,,,,
C20197,,,,,,,,,,
C20198,,,,,,,,,,
C20199,map00984,map01100,map01120,map01220,,,,,,
C20200,map00909,,,,,,,,,
C20201,,,,,,,,,,
C20202,,,,,,,,,,
C20203,,,,,,,,,,
C20204,,,,,,,,,,
C20205,,,,,,,,,,
C20206,,,,,,,,,,
C20207,,,,,,,,,,
C20208,map00904,map01110,,,,,,,,
C20209,,,,,,,,,,
C20210,,,,,,,,,,
C20211,,,,,,,,,,
C20212,,,,,,,,,,
C20213,,,,,,,,,,
C20214,,,,,,,,,,
C20215,,,,,,,,,,
C20216,,,,,,,,,,
C20217,,,,,,,,,,
C20218,,,,,,,,,,
C20219,,,,,,,,,,
C20220,,,,,,,,,,
C20221,map00902,map01110,,,,,,,,
C20222,,,,,,,,,,
C20223,,,,,,,,,,
C20224,,,,,,,,,,
C20225,map00940,,,,,,,,,
C20226,,,,,,,,,,
C20227,,,,,,,,,,
C20228,,,,,,,,,,
C20229,,,,,,,,,,
C20230,,,,,,,,,,
C20231,map00240,map01100,,,,,,,,
C20232,,,,,,,,,,
C20233,,,,,,,,,,
C20234,,,,,,,,,,
C20235,,,,,,,,,,
C20236,,,,,,,,,,
C20237,map00500,map01100,,,,,,,,
C20238,,,,,,,,,,
C20239,map00790,map01100,,,,,,,,
C20240,,,,,,,,,,
C20241,,,,,,,,,,
C20242,,,,,,,,,,
C20243,,,,,,,,,,
C20244,,,,,,,,,,
C20245,,,,,,,,,,
C20246,map00730,map01100,,,,,,,,
C20247,map00730,map01100,,,,,,,,
C20248,map00790,map01100,,,,,,,,
C20249,map00240,map01100,,,,,,,,
C20250,,,,,,,,,,
C20251,map00562,map01120,,,,,,,,
C20252,map00984,map01120,,,,,,,,
C20253,map00240,map01100,,,,,,,,
C20254,map00240,,,,,,,,,
C20258,,,,,,,,,,
C20259,,,,,,,,,,
C20260,,,,,,,,,,
C20261,,,,,,,,,,
C20262,,,,,,,,,,
C20263,,,,,,,,,,
C20264,map00790,map01100,,,,,,,,
C20265,map00130,map01110,,,,,,,,
C20266,map07053,,,,,,,,,
C20267,map00730,map01100,,,,,,,,
C20268,,,,,,,,,,
C20269,,,,,,,,,,
C20270,map00904,map01110,,,,,,,,
C20271,,,,,,,,,,
C20272,,,,,,,,,,
C20273,,,,,,,,,,
C20274,,,,,,,,,,
C20275,,,,,,,,,,
C20276,,,,,,,,,,
C20277,map00300,map01120,,,,,,,,
C20278,map00300,map01120,,,,,,,,
C20279,map00300,map01120,,,,,,,,
C20280,map05204,,,,,,,,,
C20281,map05204,,,,,,,,,
C20282,map05204,,,,,,,,,
C20283,map05204,,,,,,,,,
C20284,map05204,,,,,,,,,
C20285,map05204,,,,,,,,,
C20286,map05204,,,,,,,,,
C20287,map05204,,,,,,,,,
C20288,map05204,,,,,,,,,
C20289,map05204,,,,,,,,,
C20290,map05204,,,,,,,,,
C20291,map05204,,,,,,,,,
C20292,,,,,,,,,,
C20293,map05204,,,,,,,,,
C20294,map05204,,,,,,,,,
C20295,map05204,,,,,,,,,
C20296,map05204,,,,,,,,,
C20297,map00950,map01110,,,,,,,,
C20298,map05204,,,,,,,,,
C20299,map00950,map01110,,,,,,,,
C20300,map05204,,,,,,,,,
C20301,map05204,,,,,,,,,
C20302,map05204,,,,,,,,,
C20303,map00625,map01120,map05204,,,,,,,
C20304,map05204,,,,,,,,,
C20305,map05204,,,,,,,,,
C20306,map05204,,,,,,,,,
C20307,,,,,,,,,,
C20308,,,,,,,,,,
C20309,,,,,,,,,,
C20310,map00460,map01110,,,,,,,,
C20311,map00460,map01110,,,,,,,,
C20312,map00460,map01110,,,,,,,,
C20313,map00460,map01110,,,,,,,,
C20314,map00460,map01110,,,,,,,,
C20315,map00460,map01110,,,,,,,,
C20316,map05204,,,,,,,,,
C20317,map05204,,,,,,,,,
C20318,map05204,,,,,,,,,
C20319,map05204,,,,,,,,,
C20320,,,,,,,,,,
C20321,,,,,,,,,,
C20322,,,,,,,,,,
C20323,,,,,,,,,,
C20324,,,,,,,,,,
C20325,,,,,,,,,,
C20326,,,,,,,,,,
C20327,map00400,map01210,,,,,,,,
C20328,,,,,,,,,,
C20329,,,,,,,,,,
C20330,,,,,,,,,,
C20331,,,,,,,,,,
C20332,,,,,,,,,,
C20333,map00310,map01120,,,,,,,,
C20334,,,,,,,,,,
C20335,,,,,,,,,,
C20336,,,,,,,,,,
C20337,,,,,,,,,,
C20338,,,,,,,,,,
C20339,,,,,,,,,,
C20340,,,,,,,,,,
C20341,,,,,,,,,,
C20342,,,,,,,,,,
C20343,,,,,,,,,,
C20344,,,,,,,,,,
C20345,,,,,,,,,,
C20346,,,,,,,,,,
C20347,,,,,,,,,,
C20348,,,,,,,,,,
C20349,,,,,,,,,,
C20350,map00524,map01130,,,,,,,,
C20351,map00524,map01130,,,,,,,,
C20352,,,,,,,,,,
C20353,map00524,map01130,,,,,,,,
C20354,,,,,,,,,,
C20355,,,,,,,,,,
C20356,,,,,,,,,,
C20357,map00520,,,,,,,,,
C20358,,,,,,,,,,
C20359,map00520,,,,,,,,,
C20360,,,,,,,,,,
C20361,,,,,,,,,,
C20362,,,,,,,,,,
C20363,,,,,,,,,,
C20364,,,,,,,,,,
C20365,,,,,,,,,,
C20366,,,,,,,,,,
C20367,,,,,,,,,,
C20368,,,,,,,,,,
C20369,,,,,,,,,,
C20370,,,,,,,,,,
C20371,,,,,,,,,,
C20372,,,,,,,,,,
C20373,,,,,,,,,,
C20374,,,,,,,,,,
C20375,,,,,,,,,,
C20376,,,,,,,,,,
C20377,,,,,,,,,,
C20378,,,,,,,,,,
C20379,map00901,map01130,,,,,,,,
C20380,,,,,,,,,,
C20381,map00760,map01120,,,,,,,,
C20382,,,,,,,,,,
C20383,,,,,,,,,,
C20384,map00780,,,,,,,,,
C20385,map00780,,,,,,,,,
C20386,map00780,map01100,,,,,,,,
C20387,map00780,,,,,,,,,
C20388,,,,,,,,,,
C20389,,,,,,,,,,
C20390,,,,,,,,,,
C20394,,,,,,,,,,
C20395,map00520,,,,,,,,,
C20396,map00440,,,,,,,,,
C20397,map00999,map01130,,,,,,,,
C20398,,,,,,,,,,
C20399,map00999,map01130,,,,,,,,
C20400,map00999,map01130,,,,,,,,
C20402,map00999,,,,,,,,,
C20403,map00999,map01130,,,,,,,,
C20404,map00999,map01130,,,,,,,,
C20405,map00999,,,,,,,,,
C20406,map00999,,,,,,,,,
C20407,map00999,map01130,,,,,,,,
C20408,map00901,map01130,,,,,,,,
C20409,map00901,map01130,,,,,,,,
C20410,map00901,map01130,,,,,,,,
C20411,,,,,,,,,,
C20412,,,,,,,,,,
C20413,map00999,,,,,,,,,
C20414,,,,,,,,,,
C20415,,,,,,,,,,
C20416,,,,,,,,,,
C20417,map00999,,,,,,,,,
C20418,map00520,,,,,,,,,
C20419,map00520,,,,,,,,,
C20420,,,,,,,,,,
C20421,,,,,,,,,,
C20422,map00440,,,,,,,,,
C20423,map00440,,,,,,,,,
C20424,map00520,,,,,,,,,
C20425,,,,,,,,,,
C20426,,,,,,,,,,
C20427,,,,,,,,,,
C20428,map04745,,,,,,,,,
C20429,map04745,,,,,,,,,
C20430,,,,,,,,,,
C20431,,,,,,,,,,
C20432,,,,,,,,,,
C20433,,,,,,,,,,
C20434,,,,,,,,,,
C20435,,,,,,,,,,
C20436,map00901,map01130,,,,,,,,
C20437,map00901,map01130,,,,,,,,
C20438,map00901,map01130,,,,,,,,
C20439,,,,,,,,,,
C20440,map00440,,,,,,,,,
C20441,map00365,map01120,,,,,,,,
C20442,,,,,,,,,,
